,total_trans_mean,Flights Mean,Rental Car Mean,Hotel Mean
73640067,0.0004741021690174233,1.0,0.0,0.0
73651157,0.00011852554225435582,1.0,0.0,0.0
73653322,0.00023705108450871164,1.0,0.0,0.0
73657929,0.00011852554225435582,0.0,0.0,0.0
73659834,0.00011852554225435582,1.0,0.0,0.0
73768676,0.00023705108450871164,1.0,0.0,0.0
73778751,0.00023705108450871164,0.5,0.5,0.0
73781567,0.00011852554225435582,1.0,0.0,0.0
73785775,0.00011852554225435582,1.0,0.0,0.0
73791922,0.00011852554225435582,1.0,0.0,0.0
73793469,0.00011852554225435582,1.0,0.0,0.0
73872357,0.0009482043380348466,1.0,0.0,0.0
73880504,0.0004741021690174233,1.0,0.0,0.0
73941500,0.00023705108450871164,0.5,0.5,0.0
73945572,0.00011852554225435582,1.0,0.0,0.0
73946133,0.0004741021690174233,0.5,0.5,0.0
73980812,0.00011852554225435582,0.0,0.0,1.0
73981697,0.00011852554225435582,0.0,1.0,0.0
73988164,0.00011852554225435582,1.0,0.0,0.0
73988930,0.00023705108450871164,1.0,0.0,0.0
73990016,0.00011852554225435582,1.0,0.0,0.0
74004913,0.00011852554225435582,0.0,0.0,0.0
74020895,0.0003555766267630674,0.3333333333333333,0.3333333333333333,0.0
74025813,0.00011852554225435582,1.0,0.0,0.0
74026548,0.00011852554225435582,1.0,0.0,0.0
74031961,0.00011852554225435582,0.0,0.0,0.0
74034563,0.00023705108450871164,1.0,0.0,0.0
74039164,0.00011852554225435582,1.0,0.0,0.0
74039698,0.00011852554225435582,1.0,0.0,0.0
74044217,0.00011852554225435582,1.0,0.0,0.0
74044879,0.0004741021690174233,1.0,0.0,0.0
74046233,0.00011852554225435582,1.0,0.0,0.0
74094066,0.00011852554225435582,1.0,0.0,0.0
74095772,0.00011852554225435582,1.0,0.0,0.0
74105264,0.00011852554225435582,1.0,0.0,0.0
74105431,0.0004741021690174233,0.25,0.25,0.25
74109261,0.00011852554225435582,1.0,0.0,0.0
74171611,0.0004741021690174233,1.0,0.0,0.0
74176603,0.00023705108450871164,1.0,0.0,0.0
74177671,0.00023705108450871164,0.0,1.0,0.0
74178507,0.0008296787957804907,0.7142857142857143,0.0,0.2857142857142857
74286361,0.0004741021690174233,1.0,0.0,0.0
74286590,0.0011852554225435582,1.0,0.0,0.0
74287507,0.00011852554225435582,1.0,0.0,0.0
74289065,0.00011852554225435582,0.0,1.0,0.0
74289722,0.00011852554225435582,1.0,0.0,0.0
74290473,0.0007111532535261348,0.8333333333333334,0.0,0.0
74293456,0.00011852554225435582,1.0,0.0,0.0
74294270,0.00023705108450871164,0.0,0.0,0.0
74328865,0.00011852554225435582,1.0,0.0,0.0
74330094,0.00011852554225435582,1.0,0.0,0.0
74331995,0.00011852554225435582,0.0,1.0,0.0
74334411,0.00023705108450871164,1.0,0.0,0.0
74345158,0.00023705108450871164,1.0,0.0,0.0
74352639,0.00011852554225435582,1.0,0.0,0.0
74355070,0.00011852554225435582,0.0,1.0,0.0
74356398,0.00011852554225435582,1.0,0.0,0.0
74359624,0.00011852554225435582,1.0,0.0,0.0
74381130,0.0003555766267630674,1.0,0.0,0.0
74387179,0.00011852554225435582,1.0,0.0,0.0
74391544,0.00011852554225435582,1.0,0.0,0.0
74393535,0.00011852554225435582,1.0,0.0,0.0
74395338,0.00011852554225435582,1.0,0.0,0.0
74398920,0.00011852554225435582,1.0,0.0,0.0
74401864,0.00023705108450871164,1.0,0.0,0.0
74453928,0.00011852554225435582,1.0,0.0,0.0
74555650,0.00011852554225435582,1.0,0.0,0.0
74597917,0.00011852554225435582,1.0,0.0,0.0
74598817,0.0005926277112717791,0.4,0.2,0.0
74601484,0.00011852554225435582,0.0,1.0,0.0
74607395,0.00011852554225435582,1.0,0.0,0.0
74676752,0.00023705108450871164,0.5,0.0,0.0
74678410,0.00011852554225435582,1.0,0.0,0.0
74678937,0.00011852554225435582,1.0,0.0,0.0
74682138,0.0003555766267630674,0.6666666666666666,0.0,0.3333333333333333
74682174,0.00023705108450871164,1.0,0.0,0.0
74683601,0.0005926277112717791,0.6,0.2,0.0
74691320,0.0008296787957804907,1.0,0.0,0.0
74706327,0.00011852554225435582,1.0,0.0,0.0
74799348,0.0004741021690174233,1.0,0.0,0.0
74807737,0.0003555766267630674,1.0,0.0,0.0
74813551,0.00011852554225435582,1.0,0.0,0.0
74828108,0.00011852554225435582,1.0,0.0,0.0
74933924,0.00011852554225435582,1.0,0.0,0.0
74936411,0.00011852554225435582,1.0,0.0,0.0
74936693,0.0007111532535261348,1.0,0.0,0.0
74939776,0.00011852554225435582,0.0,1.0,0.0
74943768,0.0003555766267630674,0.0,1.0,0.0
74945385,0.00011852554225435582,1.0,0.0,0.0
74955280,0.0004741021690174233,0.25,0.75,0.0
74957960,0.00011852554225435582,1.0,0.0,0.0
74959700,0.00011852554225435582,1.0,0.0,0.0
74963933,0.00023705108450871164,1.0,0.0,0.0
74977612,0.0003555766267630674,1.0,0.0,0.0
74978365,0.00011852554225435582,1.0,0.0,0.0
74979760,0.00011852554225435582,0.0,1.0,0.0
74981978,0.00011852554225435582,0.0,1.0,0.0
74983379,0.00011852554225435582,1.0,0.0,0.0
74985082,0.00011852554225435582,1.0,0.0,0.0
75087351,0.00023705108450871164,1.0,0.0,0.0
75091667,0.00011852554225435582,1.0,0.0,0.0
75095343,0.00011852554225435582,1.0,0.0,0.0
75097472,0.00011852554225435582,1.0,0.0,0.0
75100311,0.00011852554225435582,1.0,0.0,0.0
75108149,0.00011852554225435582,0.0,0.0,1.0
75174829,0.00023705108450871164,1.0,0.0,0.0
75176390,0.00011852554225435582,1.0,0.0,0.0
75177684,0.00023705108450871164,1.0,0.0,0.0
75178876,0.00011852554225435582,1.0,0.0,0.0
75180280,0.0004741021690174233,0.25,0.25,0.0
75187839,0.0004741021690174233,0.5,0.5,0.0
75189788,0.0003555766267630674,0.3333333333333333,0.0,0.0
75198538,0.00011852554225435582,0.0,1.0,0.0
75235737,0.00023705108450871164,1.0,0.0,0.0
75241828,0.0003555766267630674,1.0,0.0,0.0
75242097,0.0004741021690174233,1.0,0.0,0.0
75246091,0.00011852554225435582,0.0,1.0,0.0
75314430,0.00011852554225435582,0.0,1.0,0.0
75322636,0.00023705108450871164,1.0,0.0,0.0
75323734,0.00011852554225435582,1.0,0.0,0.0
75327070,0.00011852554225435582,1.0,0.0,0.0
75328316,0.00011852554225435582,1.0,0.0,0.0
75333751,0.00011852554225435582,1.0,0.0,0.0
75344989,0.0004741021690174233,0.5,0.0,0.5
75347468,0.0003555766267630674,0.3333333333333333,0.3333333333333333,0.0
75352474,0.00011852554225435582,0.0,1.0,0.0
75357535,0.00011852554225435582,1.0,0.0,0.0
75358277,0.00011852554225435582,0.0,0.0,1.0
75359133,0.00023705108450871164,0.0,1.0,0.0
75361146,0.0003555766267630674,0.3333333333333333,0.6666666666666666,0.0
75440239,0.00023705108450871164,1.0,0.0,0.0
75448319,0.0004741021690174233,1.0,0.0,0.0
75450669,0.00023705108450871164,1.0,0.0,0.0
75465803,0.00011852554225435582,1.0,0.0,0.0
75486001,0.00011852554225435582,0.0,1.0,0.0
75572994,0.00011852554225435582,1.0,0.0,0.0
75576914,0.00011852554225435582,1.0,0.0,0.0
75577499,0.00011852554225435582,1.0,0.0,0.0
75579596,0.0003555766267630674,0.6666666666666666,0.0,0.3333333333333333
75581227,0.00023705108450871164,1.0,0.0,0.0
75582834,0.00011852554225435582,0.0,1.0,0.0
75626307,0.00011852554225435582,0.0,1.0,0.0
75630231,0.00011852554225435582,1.0,0.0,0.0
75630547,0.00023705108450871164,1.0,0.0,0.0
75632460,0.00011852554225435582,1.0,0.0,0.0
75637185,0.0004741021690174233,0.5,0.0,0.0
75639940,0.00023705108450871164,1.0,0.0,0.0
75640605,0.00023705108450871164,0.5,0.5,0.0
75650212,0.00011852554225435582,0.0,1.0,0.0
75653207,0.0003555766267630674,1.0,0.0,0.0
75751130,0.00023705108450871164,0.0,1.0,0.0
75755455,0.0003555766267630674,1.0,0.0,0.0
75759263,0.0005926277112717791,0.6,0.0,0.4
75760682,0.00011852554225435582,1.0,0.0,0.0
75761404,0.00023705108450871164,1.0,0.0,0.0
75770865,0.00023705108450871164,0.5,0.0,0.0
75833867,0.00011852554225435582,0.0,1.0,0.0
75836002,0.00011852554225435582,1.0,0.0,0.0
75846315,0.00023705108450871164,1.0,0.0,0.0
75849571,0.00011852554225435582,0.0,1.0,0.0
75867524,0.00011852554225435582,0.0,1.0,0.0
75871931,0.00011852554225435582,0.0,1.0,0.0
75872246,0.00023705108450871164,1.0,0.0,0.0
75874751,0.00023705108450871164,0.5,0.0,0.5
75884770,0.00011852554225435582,1.0,0.0,0.0
76020492,0.00011852554225435582,0.0,1.0,0.0
76024406,0.00011852554225435582,1.0,0.0,0.0
76024593,0.00023705108450871164,1.0,0.0,0.0
76025674,0.00011852554225435582,1.0,0.0,0.0
76026706,0.0009482043380348466,1.0,0.0,0.0
76031520,0.00011852554225435582,1.0,0.0,0.0
76036023,0.00011852554225435582,1.0,0.0,0.0
76074065,0.0005926277112717791,1.0,0.0,0.0
76075401,0.00023705108450871164,1.0,0.0,0.0
76076237,0.00023705108450871164,0.0,0.0,0.0
76079793,0.00011852554225435582,1.0,0.0,0.0
76121505,0.00011852554225435582,1.0,0.0,0.0
76129913,0.00011852554225435582,1.0,0.0,0.0
76134115,0.00023705108450871164,1.0,0.0,0.0
76134425,0.0007111532535261348,0.0,0.0,0.0
76164512,0.00011852554225435582,1.0,0.0,0.0
76175267,0.0003555766267630674,1.0,0.0,0.0
76178254,0.00011852554225435582,1.0,0.0,0.0
76179514,0.00011852554225435582,1.0,0.0,0.0
76200604,0.0003555766267630674,1.0,0.0,0.0
76203343,0.0003555766267630674,1.0,0.0,0.0
76205959,0.00011852554225435582,0.0,1.0,0.0
76206492,0.00023705108450871164,0.0,1.0,0.0
76217368,0.00011852554225435582,0.0,1.0,0.0
76289142,0.00023705108450871164,1.0,0.0,0.0
76290301,0.00023705108450871164,1.0,0.0,0.0
76291569,0.00023705108450871164,1.0,0.0,0.0
76291714,0.00023705108450871164,1.0,0.0,0.0
76296817,0.00011852554225435582,0.0,1.0,0.0
76297449,0.00023705108450871164,1.0,0.0,0.0
76299164,0.00011852554225435582,1.0,0.0,0.0
76303250,0.00011852554225435582,0.0,1.0,0.0
76303267,0.00011852554225435582,1.0,0.0,0.0
76378881,0.00023705108450871164,1.0,0.0,0.0
76379842,0.00011852554225435582,1.0,0.0,0.0
76382579,0.00023705108450871164,1.0,0.0,0.0
76391646,0.00011852554225435582,1.0,0.0,0.0
76460408,0.0004741021690174233,0.5,0.25,0.25
76464217,0.0010667298802892024,0.8888888888888888,0.1111111111111111,0.0
76465602,0.00011852554225435582,1.0,0.0,0.0
76466325,0.0004741021690174233,1.0,0.0,0.0
76472434,0.00011852554225435582,1.0,0.0,0.0
76546290,0.00011852554225435582,1.0,0.0,0.0
76551550,0.00023705108450871164,0.5,0.0,0.5
76552489,0.0003555766267630674,0.6666666666666666,0.0,0.3333333333333333
76553179,0.00011852554225435582,0.0,1.0,0.0
76555403,0.0010667298802892024,0.7777777777777778,0.0,0.2222222222222222
76562735,0.00011852554225435582,1.0,0.0,0.0
76574177,0.00011852554225435582,1.0,0.0,0.0
76575787,0.00011852554225435582,1.0,0.0,0.0
76577288,0.00023705108450871164,1.0,0.0,0.0
76586108,0.00011852554225435582,1.0,0.0,0.0
76589469,0.0004741021690174233,1.0,0.0,0.0
76591699,0.00011852554225435582,1.0,0.0,0.0
76596077,0.00023705108450871164,1.0,0.0,0.0
76615325,0.00011852554225435582,1.0,0.0,0.0
76615687,0.00011852554225435582,0.0,0.0,0.0
76623062,0.00023705108450871164,1.0,0.0,0.0
76627662,0.00011852554225435582,1.0,0.0,0.0
76632267,0.0004741021690174233,0.5,0.25,0.0
76632501,0.0003555766267630674,1.0,0.0,0.0
76633055,0.00011852554225435582,0.0,0.0,0.0
76633247,0.0008296787957804907,0.7142857142857143,0.14285714285714285,0.0
76678627,0.00023705108450871164,1.0,0.0,0.0
76679156,0.00011852554225435582,1.0,0.0,0.0
76680906,0.00011852554225435582,1.0,0.0,0.0
76681648,0.00011852554225435582,0.0,1.0,0.0
76684254,0.00011852554225435582,0.0,1.0,0.0
76694797,0.00023705108450871164,0.0,1.0,0.0
76784957,0.0005926277112717791,0.6,0.0,0.4
76790809,0.00011852554225435582,1.0,0.0,0.0
76793869,0.00011852554225435582,1.0,0.0,0.0
76796184,0.00023705108450871164,1.0,0.0,0.0
76797184,0.0004741021690174233,0.75,0.0,0.25
76797326,0.00011852554225435582,0.0,1.0,0.0
76797580,0.00023705108450871164,1.0,0.0,0.0
76836255,0.00011852554225435582,0.0,1.0,0.0
76843658,0.00023705108450871164,0.0,0.0,0.0
76845777,0.0003555766267630674,1.0,0.0,0.0
76847849,0.00011852554225435582,0.0,1.0,0.0
76849601,0.00011852554225435582,1.0,0.0,0.0
76849889,0.0003555766267630674,1.0,0.0,0.0
76887985,0.00011852554225435582,1.0,0.0,0.0
76893319,0.00011852554225435582,1.0,0.0,0.0
76894687,0.00011852554225435582,1.0,0.0,0.0
76897249,0.00011852554225435582,1.0,0.0,0.0
76909224,0.0004741021690174233,1.0,0.0,0.0
76917785,0.00023705108450871164,1.0,0.0,0.0
76920443,0.00011852554225435582,1.0,0.0,0.0
76921268,0.0011852554225435582,1.0,0.0,0.0
76923693,0.0003555766267630674,0.3333333333333333,0.6666666666666666,0.0
76924473,0.0010667298802892024,0.6666666666666666,0.1111111111111111,0.1111111111111111
76943818,0.00011852554225435582,1.0,0.0,0.0
76945555,0.00011852554225435582,1.0,0.0,0.0
76951396,0.00023705108450871164,0.5,0.0,0.5
76952247,0.0003555766267630674,0.6666666666666666,0.3333333333333333,0.0
76953668,0.001303780964797914,0.8181818181818182,0.18181818181818182,0.0
76955604,0.00023705108450871164,1.0,0.0,0.0
76961283,0.0004741021690174233,1.0,0.0,0.0
76962979,0.00011852554225435582,1.0,0.0,0.0
76969731,0.00011852554225435582,1.0,0.0,0.0
76971514,0.00023705108450871164,0.5,0.0,0.5
76974021,0.00011852554225435582,1.0,0.0,0.0
76976390,0.0003555766267630674,1.0,0.0,0.0
76978743,0.00011852554225435582,1.0,0.0,0.0
76982224,0.00011852554225435582,0.0,1.0,0.0
76984589,0.00011852554225435582,1.0,0.0,0.0
76988073,0.0008296787957804907,0.8571428571428571,0.0,0.14285714285714285
76989476,0.00011852554225435582,1.0,0.0,0.0
76990290,0.00011852554225435582,1.0,0.0,0.0
76995088,0.0003555766267630674,0.6666666666666666,0.3333333333333333,0.0
76999410,0.00011852554225435582,1.0,0.0,0.0
76999776,0.0003555766267630674,1.0,0.0,0.0
77005496,0.00011852554225435582,1.0,0.0,0.0
77008151,0.00011852554225435582,1.0,0.0,0.0
77013415,0.00011852554225435582,0.0,0.0,0.0
77016601,0.0003555766267630674,1.0,0.0,0.0
77017882,0.0010667298802892024,0.4444444444444444,0.2222222222222222,0.0
77027740,0.00023705108450871164,0.0,0.0,0.0
77233036,0.00023705108450871164,1.0,0.0,0.0
77234870,0.00023705108450871164,1.0,0.0,0.0
77237610,0.00011852554225435582,1.0,0.0,0.0
77238716,0.00011852554225435582,1.0,0.0,0.0
77241022,0.00011852554225435582,1.0,0.0,0.0
77241283,0.0004741021690174233,0.5,0.5,0.0
77241652,0.00023705108450871164,1.0,0.0,0.0
77245968,0.0003555766267630674,1.0,0.0,0.0
77287696,0.00011852554225435582,0.0,0.0,1.0
77290620,0.00011852554225435582,0.0,1.0,0.0
77292978,0.00023705108450871164,0.0,1.0,0.0
77324489,0.002014934218324049,1.0,0.0,0.0
77325327,0.00011852554225435582,1.0,0.0,0.0
77331317,0.00023705108450871164,0.5,0.0,0.5
77332326,0.0014223065070522697,0.8333333333333334,0.16666666666666666,0.0
77332505,0.0009482043380348466,0.75,0.0,0.25
77332712,0.00011852554225435582,0.0,1.0,0.0
77342464,0.00011852554225435582,1.0,0.0,0.0
77343970,0.00011852554225435582,1.0,0.0,0.0
77385044,0.00023705108450871164,0.0,0.0,1.0
77392016,0.00023705108450871164,1.0,0.0,0.0
77427608,0.0004741021690174233,1.0,0.0,0.0
77430894,0.00011852554225435582,1.0,0.0,0.0
77543034,0.00023705108450871164,0.5,0.0,0.5
