,total_trans_mean,Flights Mean,Rental Car Mean,Hotel Mean
81890689,0.00011852554225435582,1.0,0.0,0.0
81892013,0.00011852554225435582,1.0,0.0,0.0
81893730,0.0003555766267630674,1.0,0.0,0.0
81896797,0.00023705108450871164,0.0,0.0,1.0
81897095,0.0005926277112717791,0.8,0.0,0.2
81897218,0.00011852554225435582,1.0,0.0,0.0
81931785,0.00011852554225435582,1.0,0.0,0.0
81933944,0.00011852554225435582,0.0,1.0,0.0
81934088,0.00011852554225435582,0.0,1.0,0.0
81935434,0.00011852554225435582,0.0,1.0,0.0
81936312,0.00011852554225435582,0.0,0.0,0.0
81938028,0.00023705108450871164,1.0,0.0,0.0
81942404,0.00011852554225435582,1.0,0.0,0.0
81944496,0.00011852554225435582,0.0,1.0,0.0
81946237,0.00011852554225435582,1.0,0.0,0.0
81949148,0.00011852554225435582,1.0,0.0,0.0
81952992,0.0003555766267630674,0.0,0.3333333333333333,0.0
81953116,0.00011852554225435582,0.0,0.0,1.0
81965201,0.00011852554225435582,1.0,0.0,0.0
81967668,0.0009482043380348466,0.0,0.0,0.0
81973245,0.0005926277112717791,0.0,1.0,0.0
81974127,0.00011852554225435582,1.0,0.0,0.0
81975594,0.00023705108450871164,1.0,0.0,0.0
81982625,0.00023705108450871164,1.0,0.0,0.0
82054433,0.00011852554225435582,0.0,1.0,0.0
82055479,0.00011852554225435582,1.0,0.0,0.0
82057497,0.00011852554225435582,1.0,0.0,0.0
82067204,0.00011852554225435582,1.0,0.0,0.0
82073071,0.00011852554225435582,1.0,0.0,0.0
82076601,0.00011852554225435582,1.0,0.0,0.0
82078385,0.00011852554225435582,1.0,0.0,0.0
82080315,0.00011852554225435582,0.0,0.0,0.0
82147271,0.0005926277112717791,0.8,0.2,0.0
82181498,0.00011852554225435582,1.0,0.0,0.0
82184668,0.00011852554225435582,1.0,0.0,0.0
82185109,0.00011852554225435582,1.0,0.0,0.0
82185520,0.00011852554225435582,0.0,1.0,0.0
82186194,0.0008296787957804907,1.0,0.0,0.0
82187356,0.00011852554225435582,1.0,0.0,0.0
82219646,0.00023705108450871164,1.0,0.0,0.0
82220477,0.00011852554225435582,0.0,1.0,0.0
82222275,0.00023705108450871164,1.0,0.0,0.0
82222469,0.00011852554225435582,1.0,0.0,0.0
82226529,0.00011852554225435582,1.0,0.0,0.0
82229271,0.00011852554225435582,1.0,0.0,0.0
82259854,0.00011852554225435582,1.0,0.0,0.0
82260713,0.0005926277112717791,0.4,0.2,0.4
82263262,0.00011852554225435582,1.0,0.0,0.0
82264025,0.0005926277112717791,0.2,0.2,0.2
82266612,0.00011852554225435582,1.0,0.0,0.0
82268494,0.00023705108450871164,1.0,0.0,0.0
82269871,0.00023705108450871164,1.0,0.0,0.0
82273309,0.00023705108450871164,1.0,0.0,0.0
82277498,0.0003555766267630674,0.6666666666666666,0.0,0.3333333333333333
82278920,0.00011852554225435582,1.0,0.0,0.0
82281091,0.00011852554225435582,0.0,1.0,0.0
82281672,0.00011852554225435582,1.0,0.0,0.0
82318421,0.00011852554225435582,1.0,0.0,0.0
82319646,0.0008296787957804907,0.0,0.0,0.0
82320268,0.00011852554225435582,1.0,0.0,0.0
82321476,0.00011852554225435582,1.0,0.0,0.0
82321873,0.00023705108450871164,1.0,0.0,0.0
82327102,0.00011852554225435582,1.0,0.0,0.0
82327356,0.00023705108450871164,1.0,0.0,0.0
82329247,0.00023705108450871164,1.0,0.0,0.0
82329411,0.00011852554225435582,1.0,0.0,0.0
82329575,0.00023705108450871164,0.0,1.0,0.0
82329932,0.00011852554225435582,1.0,0.0,0.0
82331400,0.00011852554225435582,0.0,1.0,0.0
82332305,0.0003555766267630674,1.0,0.0,0.0
82334260,0.00011852554225435582,0.0,1.0,0.0
82336282,0.00011852554225435582,1.0,0.0,0.0
82337390,0.00011852554225435582,1.0,0.0,0.0
82337844,0.00011852554225435582,0.0,0.0,0.0
82338148,0.00011852554225435582,1.0,0.0,0.0
82375499,0.00011852554225435582,1.0,0.0,0.0
82376545,0.0004741021690174233,0.75,0.0,0.25
82377026,0.00023705108450871164,1.0,0.0,0.0
82377902,0.0004741021690174233,1.0,0.0,0.0
82380212,0.0005926277112717791,0.8,0.0,0.2
82381124,0.00023705108450871164,1.0,0.0,0.0
82381706,0.00011852554225435582,0.0,1.0,0.0
82382899,0.00011852554225435582,1.0,0.0,0.0
82384473,0.0005926277112717791,1.0,0.0,0.0
82384700,0.00011852554225435582,0.0,1.0,0.0
82386949,0.00011852554225435582,1.0,0.0,0.0
82389647,0.00011852554225435582,0.0,1.0,0.0
82423679,0.00023705108450871164,1.0,0.0,0.0
82423939,0.00011852554225435582,1.0,0.0,0.0
82426414,0.00011852554225435582,0.0,0.0,0.0
82426993,0.00023705108450871164,1.0,0.0,0.0
82428246,0.00011852554225435582,1.0,0.0,0.0
82429165,0.0003555766267630674,0.6666666666666666,0.3333333333333333,0.0
82432606,0.00011852554225435582,0.0,1.0,0.0
82433114,0.00011852554225435582,1.0,0.0,0.0
82433313,0.00011852554225435582,1.0,0.0,0.0
82433690,0.00023705108450871164,0.5,0.0,0.0
82433828,0.00011852554225435582,1.0,0.0,0.0
82437055,0.00011852554225435582,1.0,0.0,0.0
82471196,0.00023705108450871164,0.5,0.0,0.5
82471587,0.00011852554225435582,1.0,0.0,0.0
82472034,0.00011852554225435582,0.0,1.0,0.0
82474091,0.00011852554225435582,1.0,0.0,0.0
82475853,0.00023705108450871164,1.0,0.0,0.0
82476179,0.00023705108450871164,1.0,0.0,0.0
82477065,0.00011852554225435582,0.0,1.0,0.0
82477083,0.00023705108450871164,0.5,0.0,0.0
82477718,0.00023705108450871164,1.0,0.0,0.0
82477722,0.0005926277112717791,0.2,0.2,0.2
82477880,0.00023705108450871164,1.0,0.0,0.0
82478385,0.00011852554225435582,1.0,0.0,0.0
82478441,0.0003555766267630674,0.3333333333333333,0.0,0.6666666666666666
82480030,0.00011852554225435582,0.0,1.0,0.0
82480476,0.00011852554225435582,1.0,0.0,0.0
82481192,0.0004741021690174233,1.0,0.0,0.0
82483739,0.00023705108450871164,0.5,0.5,0.0
82484313,0.0003555766267630674,0.0,0.0,0.0
82485886,0.00011852554225435582,0.0,1.0,0.0
82486377,0.00011852554225435582,1.0,0.0,0.0
82495406,0.0033187151831219628,0.8214285714285714,0.0,0.17857142857142858
82497588,0.00011852554225435582,1.0,0.0,0.0
82499393,0.0003555766267630674,0.6666666666666666,0.0,0.3333333333333333
82502709,0.00011852554225435582,0.0,0.0,1.0
82503729,0.00011852554225435582,1.0,0.0,0.0
82503771,0.00011852554225435582,0.0,0.0,0.0
82505863,0.0004741021690174233,0.5,0.5,0.0
82506816,0.00011852554225435582,1.0,0.0,0.0
82507230,0.00023705108450871164,0.5,0.5,0.0
82563960,0.0003555766267630674,0.3333333333333333,0.6666666666666666,0.0
82566481,0.0003555766267630674,1.0,0.0,0.0
82566835,0.00011852554225435582,0.0,1.0,0.0
82566969,0.00011852554225435582,1.0,0.0,0.0
82568367,0.00011852554225435582,1.0,0.0,0.0
82568564,0.00011852554225435582,1.0,0.0,0.0
82569216,0.00023705108450871164,1.0,0.0,0.0
82569257,0.00011852554225435582,1.0,0.0,0.0
82569365,0.00011852554225435582,1.0,0.0,0.0
82571002,0.00023705108450871164,0.5,0.0,0.5
82572131,0.0003555766267630674,0.3333333333333333,0.6666666666666666,0.0
82573679,0.0005926277112717791,1.0,0.0,0.0
82573820,0.0003555766267630674,1.0,0.0,0.0
82605661,0.00023705108450871164,1.0,0.0,0.0
82606581,0.00011852554225435582,1.0,0.0,0.0
82606897,0.00011852554225435582,1.0,0.0,0.0
82607575,0.00011852554225435582,0.0,0.0,0.0
82612806,0.00011852554225435582,1.0,0.0,0.0
82614173,0.00011852554225435582,0.0,1.0,0.0
82620343,0.00011852554225435582,1.0,0.0,0.0
82621094,0.00011852554225435582,1.0,0.0,0.0
82623353,0.00011852554225435582,1.0,0.0,0.0
82626518,0.00023705108450871164,1.0,0.0,0.0
82637663,0.00023705108450871164,1.0,0.0,0.0
82640650,0.00023705108450871164,1.0,0.0,0.0
82640690,0.00011852554225435582,0.0,0.0,0.0
82644264,0.00011852554225435582,0.0,1.0,0.0
82644449,0.00011852554225435582,1.0,0.0,0.0
82644798,0.00011852554225435582,1.0,0.0,0.0
82646111,0.00011852554225435582,0.0,0.0,0.0
82647303,0.00011852554225435582,1.0,0.0,0.0
82648308,0.00011852554225435582,1.0,0.0,0.0
82651372,0.00011852554225435582,1.0,0.0,0.0
82655971,0.0005926277112717791,1.0,0.0,0.0
82655985,0.00011852554225435582,1.0,0.0,0.0
82658642,0.00023705108450871164,1.0,0.0,0.0
82658909,0.00011852554225435582,1.0,0.0,0.0
82661088,0.00011852554225435582,1.0,0.0,0.0
82722236,0.00011852554225435582,1.0,0.0,0.0
82723489,0.00011852554225435582,1.0,0.0,0.0
82724429,0.00023705108450871164,1.0,0.0,0.0
82728729,0.00011852554225435582,1.0,0.0,0.0
82729334,0.00011852554225435582,1.0,0.0,0.0
82731884,0.00011852554225435582,1.0,0.0,0.0
82733815,0.00011852554225435582,0.0,1.0,0.0
82735913,0.00011852554225435582,0.0,0.0,1.0
82736040,0.00023705108450871164,1.0,0.0,0.0
82770732,0.00011852554225435582,1.0,0.0,0.0
82772034,0.00023705108450871164,1.0,0.0,0.0
82772644,0.00023705108450871164,1.0,0.0,0.0
82773986,0.00011852554225435582,1.0,0.0,0.0
82777735,0.0009482043380348466,1.0,0.0,0.0
82778231,0.0003555766267630674,0.6666666666666666,0.0,0.0
82780092,0.00011852554225435582,1.0,0.0,0.0
82781945,0.00011852554225435582,0.0,1.0,0.0
82783018,0.0011852554225435582,0.8,0.2,0.0
82783180,0.00011852554225435582,1.0,0.0,0.0
82783488,0.00011852554225435582,1.0,0.0,0.0
82784613,0.0004741021690174233,0.5,0.0,0.25
82785962,0.00011852554225435582,1.0,0.0,0.0
82786116,0.00023705108450871164,1.0,0.0,0.0
82822748,0.00011852554225435582,1.0,0.0,0.0
82822817,0.0008296787957804907,0.7142857142857143,0.0,0.2857142857142857
82825042,0.00011852554225435582,0.0,1.0,0.0
82825496,0.00011852554225435582,1.0,0.0,0.0
82825982,0.00011852554225435582,1.0,0.0,0.0
82826230,0.00023705108450871164,0.5,0.0,0.5
82826504,0.00023705108450871164,1.0,0.0,0.0
82827862,0.00011852554225435582,1.0,0.0,0.0
82827954,0.00011852554225435582,1.0,0.0,0.0
82830235,0.00011852554225435582,1.0,0.0,0.0
82831401,0.00011852554225435582,1.0,0.0,0.0
82833235,0.00011852554225435582,0.0,0.0,0.0
82834936,0.00011852554225435582,1.0,0.0,0.0
82835089,0.00011852554225435582,1.0,0.0,0.0
82836261,0.0009482043380348466,0.5,0.125,0.375
82847891,0.00011852554225435582,1.0,0.0,0.0
82848236,0.00011852554225435582,1.0,0.0,0.0
82849269,0.00023705108450871164,1.0,0.0,0.0
82850216,0.00011852554225435582,1.0,0.0,0.0
82850737,0.00023705108450871164,1.0,0.0,0.0
82852387,0.00023705108450871164,1.0,0.0,0.0
82852982,0.0003555766267630674,1.0,0.0,0.0
82853270,0.00011852554225435582,1.0,0.0,0.0
82853314,0.00011852554225435582,1.0,0.0,0.0
82853942,0.001303780964797914,0.5454545454545454,0.09090909090909091,0.18181818181818182
82855027,0.00011852554225435582,0.0,1.0,0.0
82855035,0.00011852554225435582,0.0,0.0,1.0
82855166,0.00011852554225435582,1.0,0.0,0.0
82855801,0.00023705108450871164,0.5,0.5,0.0
82855825,0.00011852554225435582,0.0,1.0,0.0
82857274,0.00023705108450871164,1.0,0.0,0.0
82857732,0.00011852554225435582,1.0,0.0,0.0
82858071,0.0003555766267630674,1.0,0.0,0.0
82858957,0.00011852554225435582,1.0,0.0,0.0
82922523,0.00011852554225435582,1.0,0.0,0.0
82922815,0.001303780964797914,1.0,0.0,0.0
82923432,0.00011852554225435582,1.0,0.0,0.0
82924942,0.00011852554225435582,1.0,0.0,0.0
82926073,0.00023705108450871164,1.0,0.0,0.0
82926254,0.0003555766267630674,0.0,0.0,1.0
82928104,0.00011852554225435582,0.0,0.0,1.0
82930488,0.00011852554225435582,0.0,0.0,0.0
82931552,0.00011852554225435582,1.0,0.0,0.0
82940978,0.00011852554225435582,1.0,0.0,0.0
82943999,0.0003555766267630674,1.0,0.0,0.0
82951680,0.00011852554225435582,0.0,0.0,1.0
82955796,0.00011852554225435582,1.0,0.0,0.0
82959169,0.00011852554225435582,1.0,0.0,0.0
82963788,0.00011852554225435582,1.0,0.0,0.0
82963935,0.00023705108450871164,1.0,0.0,0.0
82966639,0.00011852554225435582,1.0,0.0,0.0
83024765,0.00011852554225435582,1.0,0.0,0.0
83026214,0.00011852554225435582,1.0,0.0,0.0
83039807,0.00023705108450871164,0.5,0.5,0.0
83040288,0.0003555766267630674,0.0,0.0,0.0
83041014,0.00011852554225435582,1.0,0.0,0.0
83044354,0.0003555766267630674,1.0,0.0,0.0
83049274,0.00011852554225435582,1.0,0.0,0.0
83050750,0.0003555766267630674,1.0,0.0,0.0
83084645,0.00011852554225435582,1.0,0.0,0.0
83088061,0.00011852554225435582,1.0,0.0,0.0
83093176,0.00023705108450871164,1.0,0.0,0.0
83132194,0.00023705108450871164,1.0,0.0,0.0
83135139,0.00011852554225435582,1.0,0.0,0.0
83139359,0.0004741021690174233,0.5,0.0,0.0
83177758,0.00011852554225435582,1.0,0.0,0.0
83179803,0.0003555766267630674,1.0,0.0,0.0
83181758,0.00023705108450871164,1.0,0.0,0.0
83184079,0.00011852554225435582,1.0,0.0,0.0
83184744,0.00023705108450871164,1.0,0.0,0.0
83185205,0.00011852554225435582,1.0,0.0,0.0
83185393,0.00011852554225435582,1.0,0.0,0.0
83185934,0.00011852554225435582,1.0,0.0,0.0
83197591,0.00023705108450871164,1.0,0.0,0.0
83199285,0.00011852554225435582,1.0,0.0,0.0
83202635,0.00011852554225435582,1.0,0.0,0.0
83202744,0.0007111532535261348,1.0,0.0,0.0
83203218,0.00011852554225435582,0.0,0.0,0.0
83203674,0.00011852554225435582,1.0,0.0,0.0
83205971,0.00023705108450871164,0.0,0.5,0.5
83206093,0.0009482043380348466,0.0,0.0,0.0
83206705,0.00023705108450871164,1.0,0.0,0.0
83209328,0.0003555766267630674,1.0,0.0,0.0
83209661,0.00023705108450871164,0.0,1.0,0.0
83209816,0.00011852554225435582,1.0,0.0,0.0
83210648,0.0008296787957804907,1.0,0.0,0.0
83264876,0.0003555766267630674,1.0,0.0,0.0
83266612,0.00011852554225435582,0.0,0.0,0.0
83267389,0.00011852554225435582,1.0,0.0,0.0
83269176,0.00011852554225435582,1.0,0.0,0.0
83270142,0.00011852554225435582,1.0,0.0,0.0
83274383,0.00011852554225435582,1.0,0.0,0.0
83274453,0.00023705108450871164,1.0,0.0,0.0
83275974,0.00011852554225435582,1.0,0.0,0.0
83310897,0.00023705108450871164,1.0,0.0,0.0
83311977,0.00011852554225435582,0.0,1.0,0.0
83312150,0.00011852554225435582,1.0,0.0,0.0
83312753,0.00011852554225435582,0.0,1.0,0.0
83315310,0.00011852554225435582,0.0,1.0,0.0
83315724,0.00023705108450871164,1.0,0.0,0.0
83315791,0.00011852554225435582,1.0,0.0,0.0
83315817,0.0003555766267630674,1.0,0.0,0.0
83316834,0.00011852554225435582,0.0,0.0,0.0
83317897,0.00011852554225435582,1.0,0.0,0.0
83318406,0.00011852554225435582,0.0,1.0,0.0
83320094,0.00023705108450871164,0.0,0.5,0.5
83325347,0.00011852554225435582,1.0,0.0,0.0
83328797,0.00011852554225435582,1.0,0.0,0.0
83365006,0.0003555766267630674,1.0,0.0,0.0
83372146,0.00011852554225435582,1.0,0.0,0.0
83373477,0.00011852554225435582,1.0,0.0,0.0
83377045,0.0003555766267630674,1.0,0.0,0.0
83379678,0.00011852554225435582,1.0,0.0,0.0
83383312,0.001303780964797914,0.0,0.0,1.0
83384882,0.00011852554225435582,1.0,0.0,0.0
83387941,0.00011852554225435582,1.0,0.0,0.0
83422314,0.0007111532535261348,1.0,0.0,0.0
83431457,0.00011852554225435582,1.0,0.0,0.0
83433777,0.00011852554225435582,0.0,1.0,0.0
83452572,0.00011852554225435582,1.0,0.0,0.0
83453427,0.00011852554225435582,1.0,0.0,0.0
83453882,0.00011852554225435582,1.0,0.0,0.0
83454832,0.00023705108450871164,1.0,0.0,0.0
83456172,0.00011852554225435582,0.0,0.0,0.0
83457225,0.00011852554225435582,1.0,0.0,0.0
83459276,0.00011852554225435582,1.0,0.0,0.0
83517548,0.00023705108450871164,1.0,0.0,0.0
83517580,0.00011852554225435582,1.0,0.0,0.0
83520876,0.00011852554225435582,1.0,0.0,0.0
83521937,0.00023705108450871164,1.0,0.0,0.0
83524296,0.00011852554225435582,0.0,1.0,0.0
83524443,0.00011852554225435582,1.0,0.0,0.0
83525077,0.00011852554225435582,1.0,0.0,0.0
83525535,0.00011852554225435582,1.0,0.0,0.0
83527378,0.00011852554225435582,1.0,0.0,0.0
83527658,0.00023705108450871164,1.0,0.0,0.0
83542925,0.00011852554225435582,0.0,0.0,0.0
83545686,0.00011852554225435582,1.0,0.0,0.0
83545830,0.00011852554225435582,1.0,0.0,0.0
83545983,0.00011852554225435582,0.0,1.0,0.0
83546534,0.0005926277112717791,0.2,0.4,0.2
83546636,0.00023705108450871164,1.0,0.0,0.0
83550066,0.0010667298802892024,0.0,0.0,0.0
83552174,0.00011852554225435582,1.0,0.0,0.0
83552918,0.00023705108450871164,1.0,0.0,0.0
83554357,0.0007111532535261348,1.0,0.0,0.0
83557104,0.00011852554225435582,0.0,0.0,0.0
83557776,0.00011852554225435582,1.0,0.0,0.0
83559515,0.00011852554225435582,1.0,0.0,0.0
83559704,0.00011852554225435582,0.0,1.0,0.0
83559842,0.00011852554225435582,1.0,0.0,0.0
83561269,0.00023705108450871164,1.0,0.0,0.0
83562708,0.00011852554225435582,0.0,0.0,0.0
83562800,0.0007111532535261348,1.0,0.0,0.0
83563433,0.0004741021690174233,0.0,0.75,0.25
83564477,0.00023705108450871164,0.0,1.0,0.0
83603154,0.00011852554225435582,1.0,0.0,0.0
83603335,0.00011852554225435582,1.0,0.0,0.0
83605121,0.0005926277112717791,1.0,0.0,0.0
83607286,0.00011852554225435582,0.0,1.0,0.0
83610676,0.00011852554225435582,1.0,0.0,0.0
83610852,0.00023705108450871164,1.0,0.0,0.0
83612217,0.00011852554225435582,1.0,0.0,0.0
83619559,0.00023705108450871164,1.0,0.0,0.0
83621358,0.00011852554225435582,0.0,1.0,0.0
83622177,0.0003555766267630674,0.0,1.0,0.0
83623911,0.00011852554225435582,1.0,0.0,0.0
83624707,0.0005926277112717791,1.0,0.0,0.0
83625172,0.00023705108450871164,1.0,0.0,0.0
83711564,0.00011852554225435582,1.0,0.0,0.0
83715956,0.00011852554225435582,1.0,0.0,0.0
83716006,0.00011852554225435582,1.0,0.0,0.0
83716385,0.00011852554225435582,1.0,0.0,0.0
83716903,0.00011852554225435582,0.0,0.0,1.0
83721226,0.00011852554225435582,1.0,0.0,0.0
83723516,0.00011852554225435582,1.0,0.0,0.0
83731111,0.00011852554225435582,1.0,0.0,0.0
83733323,0.00011852554225435582,1.0,0.0,0.0
83735209,0.00011852554225435582,1.0,0.0,0.0
83737800,0.00011852554225435582,1.0,0.0,0.0
83738685,0.00011852554225435582,0.0,1.0,0.0
83740176,0.00011852554225435582,0.0,1.0,0.0
83742658,0.00023705108450871164,1.0,0.0,0.0
83742744,0.00011852554225435582,0.0,1.0,0.0
83747444,0.00023705108450871164,1.0,0.0,0.0
83748373,0.00023705108450871164,1.0,0.0,0.0
83749430,0.00023705108450871164,0.5,0.0,0.5
83751215,0.0003555766267630674,1.0,0.0,0.0
83757263,0.00011852554225435582,1.0,0.0,0.0
83759971,0.00011852554225435582,1.0,0.0,0.0
83764106,0.00023705108450871164,1.0,0.0,0.0
83765597,0.00011852554225435582,1.0,0.0,0.0
83767823,0.00011852554225435582,1.0,0.0,0.0
83769402,0.0004741021690174233,0.75,0.25,0.0
83876851,0.00011852554225435582,1.0,0.0,0.0
83878097,0.00023705108450871164,0.5,0.5,0.0
83878525,0.00011852554225435582,0.0,1.0,0.0
83879269,0.00011852554225435582,0.0,1.0,0.0
83880046,0.00011852554225435582,1.0,0.0,0.0
83881976,0.00011852554225435582,0.0,0.0,1.0
83882510,0.0005926277112717791,0.8,0.0,0.2
83883245,0.00023705108450871164,0.5,0.5,0.0
83885919,0.00011852554225435582,0.0,1.0,0.0
83887514,0.00011852554225435582,1.0,0.0,0.0
83887610,0.00023705108450871164,1.0,0.0,0.0
83887811,0.00023705108450871164,0.0,0.5,0.0
83925818,0.00011852554225435582,0.0,1.0,0.0
83925940,0.00011852554225435582,1.0,0.0,0.0
83931100,0.0004741021690174233,1.0,0.0,0.0
83932394,0.00023705108450871164,0.0,0.0,0.0
83933920,0.0004741021690174233,1.0,0.0,0.0
83934749,0.00011852554225435582,1.0,0.0,0.0
83934910,0.0005926277112717791,0.4,0.2,0.2
83936848,0.0005926277112717791,1.0,0.0,0.0
83938680,0.00023705108450871164,1.0,0.0,0.0
83939837,0.00023705108450871164,1.0,0.0,0.0
83939864,0.00011852554225435582,0.0,1.0,0.0
83940056,0.0010667298802892024,1.0,0.0,0.0
83940859,0.0003555766267630674,1.0,0.0,0.0
83942034,0.00023705108450871164,0.0,1.0,0.0
83944654,0.00011852554225435582,1.0,0.0,0.0
83945573,0.00011852554225435582,1.0,0.0,0.0
83953117,0.0005926277112717791,0.2,0.2,0.4
84001697,0.0003555766267630674,1.0,0.0,0.0
84002896,0.0003555766267630674,1.0,0.0,0.0
84006862,0.00011852554225435582,1.0,0.0,0.0
84007241,0.00011852554225435582,1.0,0.0,0.0
84007641,0.00011852554225435582,1.0,0.0,0.0
84007711,0.0014223065070522697,0.0,0.0,0.0
84012147,0.00011852554225435582,0.0,0.0,0.0
84022040,0.00011852554225435582,0.0,1.0,0.0
84022466,0.0010667298802892024,0.8888888888888888,0.0,0.0
84024473,0.00023705108450871164,1.0,0.0,0.0
84027244,0.00011852554225435582,1.0,0.0,0.0
84036367,0.00011852554225435582,1.0,0.0,0.0
84040508,0.00011852554225435582,0.0,1.0,0.0
84045112,0.00011852554225435582,0.0,1.0,0.0
84139508,0.00023705108450871164,1.0,0.0,0.0
84153408,0.00011852554225435582,1.0,0.0,0.0
84163578,0.00011852554225435582,1.0,0.0,0.0
84164962,0.00011852554225435582,1.0,0.0,0.0
84167631,0.0004741021690174233,1.0,0.0,0.0
84170549,0.00023705108450871164,1.0,0.0,0.0
84170717,0.0007111532535261348,1.0,0.0,0.0
84171039,0.00011852554225435582,1.0,0.0,0.0
84171694,0.00023705108450871164,1.0,0.0,0.0
84173603,0.00023705108450871164,0.0,1.0,0.0
84176730,0.00023705108450871164,1.0,0.0,0.0
84233978,0.00011852554225435582,1.0,0.0,0.0
84234786,0.0008296787957804907,0.2857142857142857,0.2857142857142857,0.14285714285714285
84238196,0.00011852554225435582,1.0,0.0,0.0
84238338,0.0008296787957804907,0.0,0.0,0.0
84239321,0.00023705108450871164,1.0,0.0,0.0
84241562,0.00011852554225435582,0.0,1.0,0.0
84243568,0.00023705108450871164,0.5,0.5,0.0
84244326,0.00011852554225435582,1.0,0.0,0.0
84245060,0.0005926277112717791,0.0,1.0,0.0
84246454,0.0004741021690174233,1.0,0.0,0.0
84246577,0.00011852554225435582,1.0,0.0,0.0
84257939,0.00011852554225435582,1.0,0.0,0.0
84259315,0.00011852554225435582,0.0,1.0,0.0
84260861,0.00011852554225435582,1.0,0.0,0.0
84262584,0.00011852554225435582,1.0,0.0,0.0
84262717,0.00023705108450871164,1.0,0.0,0.0
84265985,0.00011852554225435582,1.0,0.0,0.0
84266365,0.00011852554225435582,1.0,0.0,0.0
84267258,0.00023705108450871164,1.0,0.0,0.0
84267679,0.00011852554225435582,1.0,0.0,0.0
84269211,0.00011852554225435582,1.0,0.0,0.0
84327722,0.00011852554225435582,1.0,0.0,0.0
84328761,0.00011852554225435582,1.0,0.0,0.0
84330542,0.00023705108450871164,1.0,0.0,0.0
84333600,0.00011852554225435582,1.0,0.0,0.0
84334477,0.00011852554225435582,1.0,0.0,0.0
84335045,0.0003555766267630674,1.0,0.0,0.0
84336385,0.0003555766267630674,1.0,0.0,0.0
84336557,0.00011852554225435582,0.0,0.0,0.0
84336688,0.0009482043380348466,0.375,0.25,0.0
84336933,0.00011852554225435582,0.0,1.0,0.0
84337052,0.00011852554225435582,1.0,0.0,0.0
84337442,0.0003555766267630674,1.0,0.0,0.0
84338377,0.00011852554225435582,1.0,0.0,0.0
84339629,0.00011852554225435582,1.0,0.0,0.0
84379493,0.00023705108450871164,0.0,0.0,0.0
84383206,0.00011852554225435582,1.0,0.0,0.0
84383494,0.00023705108450871164,1.0,0.0,0.0
84385112,0.00011852554225435582,0.0,1.0,0.0
84390673,0.0004741021690174233,0.75,0.0,0.25
84391759,0.00011852554225435582,1.0,0.0,0.0
84393053,0.00011852554225435582,0.0,0.0,0.0
84395547,0.00011852554225435582,1.0,0.0,0.0
84396254,0.0007111532535261348,1.0,0.0,0.0
84432827,0.00011852554225435582,1.0,0.0,0.0
84433662,0.00023705108450871164,1.0,0.0,0.0
84436671,0.00011852554225435582,1.0,0.0,0.0
84437067,0.00023705108450871164,0.0,0.0,0.0
84438772,0.0003555766267630674,0.6666666666666666,0.3333333333333333,0.0
84439745,0.00011852554225435582,1.0,0.0,0.0
84443316,0.0005926277112717791,1.0,0.0,0.0
84444052,0.00011852554225435582,1.0,0.0,0.0
84447669,0.00011852554225435582,0.0,0.0,1.0
84448248,0.00011852554225435582,1.0,0.0,0.0
84448414,0.00023705108450871164,0.5,0.0,0.0
84455014,0.0003555766267630674,1.0,0.0,0.0
84456795,0.00011852554225435582,0.0,0.0,1.0
84459325,0.00011852554225435582,1.0,0.0,0.0
84497107,0.0003555766267630674,1.0,0.0,0.0
84498549,0.00011852554225435582,0.0,0.0,0.0
84499675,0.00011852554225435582,1.0,0.0,0.0
84503460,0.00011852554225435582,0.0,1.0,0.0
84506831,0.0008296787957804907,0.8571428571428571,0.0,0.14285714285714285
84506884,0.00011852554225435582,1.0,0.0,0.0
84507521,0.00011852554225435582,0.0,1.0,0.0
84509568,0.00011852554225435582,0.0,1.0,0.0
84510063,0.00011852554225435582,1.0,0.0,0.0
84553128,0.00011852554225435582,0.0,1.0,0.0
84554149,0.0004741021690174233,0.5,0.25,0.0
84585708,0.00023705108450871164,1.0,0.0,0.0
84586504,0.00011852554225435582,1.0,0.0,0.0
84590226,0.00023705108450871164,1.0,0.0,0.0
84590792,0.00011852554225435582,0.0,1.0,0.0
84591939,0.00011852554225435582,0.0,1.0,0.0
84593749,0.00023705108450871164,0.5,0.5,0.0
84605653,0.00023705108450871164,1.0,0.0,0.0
84607567,0.00011852554225435582,1.0,0.0,0.0
84608852,0.00011852554225435582,1.0,0.0,0.0
84611688,0.00011852554225435582,1.0,0.0,0.0
84611758,0.0003555766267630674,1.0,0.0,0.0
84613839,0.0005926277112717791,0.4,0.2,0.0
84670408,0.00023705108450871164,0.0,0.5,0.5
84670630,0.00023705108450871164,0.5,0.5,0.0
84670739,0.00011852554225435582,1.0,0.0,0.0
84672576,0.00011852554225435582,1.0,0.0,0.0
84674474,0.00023705108450871164,1.0,0.0,0.0
84674523,0.00011852554225435582,1.0,0.0,0.0
84679623,0.00023705108450871164,0.0,0.5,0.5
84683272,0.0003555766267630674,0.6666666666666666,0.0,0.3333333333333333
84716885,0.0003555766267630674,0.6666666666666666,0.3333333333333333,0.0
84717898,0.00023705108450871164,1.0,0.0,0.0
84718511,0.00011852554225435582,1.0,0.0,0.0
84720541,0.0005926277112717791,0.8,0.2,0.0
